button: 1, 1621693901.965642
keystroke: +, 1621693902.4945228
button: 1, 1621693903.118898
keystroke: +, 1621693903.722535
button: 1, 1621693904.339735
keystroke: +, 1621693904.898039
button: 1, 1621693905.586467
keystroke: +, 1621693905.9258828
button: 1, 1621693906.470591
keystroke: +, 1621693906.963893
button: 1, 1621693907.537987
keystroke: +, 1621693907.9185631
button: 1, 1621693908.435658
keystroke: +, 1621693908.835531
button: 1, 1621693909.3977852
keystroke: +, 1621693909.803968
button: 1, 1621693910.387549
keystroke: +, 1621693910.788216
button: 1, 1621693911.3255749
keystroke: +, 1621693911.668998
button: 1, 1621693912.175104
keystroke: +, 1621693912.612015
button: 1, 1621693913.249485
keystroke: +, 1621693913.654725
button: 1, 1621693914.244041
keystroke: +, 1621693914.6577
button: 1, 1621693915.210948
keystroke: +, 1621693915.606698
button: 1, 1621693916.1565309
keystroke: +, 1621693916.5286279
button: 1, 1621693917.053887
keystroke: +, 1621693917.44644
button: 1, 1621693917.9610848
keystroke: +, 1621693918.317469
button: 1, 1621693918.878206
keystroke: +, 1621693919.312638
button: 1, 1621693919.840137
keystroke: +, 1621693920.231377
button: 1, 1621693920.775883
keystroke: +, 1621693921.164444
button: 1, 1621693921.675103
keystroke: +, 1621693922.0825841
button: 1, 1621693922.633315
keystroke: +, 1621693923.011615
button: 1, 1621693923.539567
keystroke: +, 1621693923.943125
button: 1, 1621693924.5430121
keystroke: +, 1621693924.850901
button: 1, 1621693925.415034
keystroke: +, 1621693925.8051221
button: 1, 1621693926.303494
keystroke: +, 1621693926.678277
button: 1, 1621693927.225808
keystroke: +, 1621693927.634775
button: 1, 1621693928.207537
keystroke: +, 1621693928.600309
button: 1, 1621693929.121611
keystroke: +, 1621693929.480163
button: 1, 1621693930.0188758
keystroke: +, 1621693930.404632
button: 1, 1621693930.923462
keystroke: +, 1621693931.304062
button: 1, 1621693931.842977
keystroke: +, 1621693932.2470279
button: 1, 1621693932.757359
keystroke: +, 1621693933.131016
button: 1, 1621693933.669903
keystroke: +, 1621693934.06387
button: 1, 1621693934.611447
keystroke: +, 1621693934.982472
button: 1, 1621693935.5178418
keystroke: +, 1621693935.898274
button: 1, 1621693936.423317
keystroke: +, 1621693936.8200362
button: 1, 1621693937.419005
keystroke: +, 1621693937.737217
button: 1, 1621693938.266932
keystroke: +, 1621693938.617106
button: 1, 1621693939.1435368
keystroke: +, 1621693939.539233
button: 1, 1621693940.066124
keystroke: +, 1621693940.4642282
button: 1, 1621693941.0118341
keystroke: +, 1621693941.408798
keystroke: +, 1621693942.319181
button: 1, 1621693942.847728
keystroke: +, 1621693943.222902
button: 1, 1621693943.7578912
keystroke: +, 1621693944.117008
button: 1, 1621693944.629604
keystroke: +, 1621693945.009701
keystroke: +, 1621693945.937879
button: 1, 1621693946.473382
keystroke: +, 1621693946.845717
button: 1, 1621693947.3510048
keystroke: +, 1621693947.743974
button: 1, 1621693948.272683
keystroke: +, 1621693948.6529448
button: 1, 1621693949.161607
keystroke: +, 1621693949.542505
button: 1, 1621693950.139014
keystroke: +, 1621693950.497164
button: 1, 1621693952.0131981
keystroke: +, 1621693952.404497
button: 1, 1621693952.977173
keystroke: +, 1621693954.278665
button: 1, 1621693954.786758
keystroke: +, 1621693955.189586
button: 1, 1621693955.7148201
keystroke: +, 1621693956.082158
button: 1, 1621693956.585093
keystroke: +, 1621693957.035966
button: 1, 1621693957.563138
keystroke: +, 1621693957.987614
button: 1, 1621693958.538333
keystroke: +, 1621693958.917002
button: 1, 1621693959.419681
keystroke: +, 1621693959.815975
button: 1, 1621693960.3167381
keystroke: +, 1621693960.688616
button: 1, 1621693962.3380768
keystroke: return, 1621693962.919229
